"numero","estado","numero_cuenta","comprobante_nro","Monto Total","Tasa administrativa","Tasa infraccion","medio_pago","tipo","juzgado","created_at","fecha_pago","fecha_acreditacion"
CM-008732       ,Cancelada,CAUSAF00000000806226,3.597.321,148.174,12.649,135.525,MERCADOPAGO,MOVIL,Juzgado 4,2022-09-19 13:07:00,2026-01-19 21:00:00,2026-01-20 21:00:00
CM-008749       ,Cancelada,CAUSAF00000000806246,3.621.908,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-09-19 13:08:51,2026-02-02 21:00:00,2026-02-02 21:00:00
CM-008763       ,Cancelada,CAUSAF00000000806261,3.760.843,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 4,2022-09-19 13:10:09,2026-04-29 21:00:00,2026-05-06 21:00:00
CM-008783       ,Cancelada,CAUSAF00000000806281,3.749.790,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-19 13:12:15,2026-04-23 21:00:00,2026-04-23 21:00:00
CM-008792       ,Cancelada,CAUSAF00000000806291,3.597.822,148.174,12.649,135.525,PAGO FÁCIL,MOVIL,Juzgado 3,2022-09-19 13:13:48,2026-01-20 21:00:00,2026-01-26 21:00:00
CM-008814       ,Cancelada,CAUSAF00000000806315,3.589.895,268.627,12.649,255.978,MERCADOPAGO,MOVIL,Juzgado 4,2022-09-19 13:16:12,2026-01-13 21:00:00,2026-01-14 21:00:00
CM-008873       ,Cancelada,CAUSAF00000000806378,3.660.966,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 4,2022-09-19 13:22:39,2026-03-15 21:00:00,2026-03-19 21:00:00
CM-008930       ,Cancelada,CAUSAF00000000806494,3.593.790,148.174,12.649,135.525,RAPIPAGO,MOVIL,Juzgado 3,2022-09-19 13:36:31,2026-01-30 21:00:00,2026-02-08 21:00:00
CM-008986       ,Cancelada,CAUSAF00000000806552,3.589.171,140.302,11.977,128.325,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-19 13:41:00,2026-01-11 21:00:00,2026-01-11 21:00:00
CM-009010       ,Cancelada,CAUSAF00000000806579,3.651.792,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-19 13:43:39,2026-03-08 21:00:00,2026-03-08 21:00:00
CM-009069       ,Cancelada,CAUSAF00000000806644,3.754.300,297.672,13.272,284.400,MERCADOPAGO,MOVIL,Juzgado 1,2022-09-19 13:50:17,2026-04-28 21:00:00,2026-04-29 21:00:00
CM-009106       ,Cancelada,CAUSAF00000000806684,3.763.666,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-19 13:53:43,2026-05-04 21:00:00,2026-05-04 21:00:00
CM-009142       ,Cancelada,CAUSAF00000000806720,3.762.458,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-19 13:56:56,2026-05-04 21:00:00,2026-05-04 21:00:00
CM-009349       ,Cancelada,CAUSAF00000000806934,3.724.032,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-09-19 14:16:24,2026-04-06 21:00:00,2026-04-06 21:00:00
CM-009427       ,Cancelada,CAUSAF00000000807012,3.644.719,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 1,2022-09-19 14:22:40,2026-03-01 21:00:00,2026-03-05 21:00:00
CM-009459       ,Cancelada,CAUSAF00000000807050,3.655.502,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-19 14:25:24,2026-03-11 21:00:00,2026-03-11 21:00:00
CM-009471       ,Cancelada,CAUSAF00000000807063,3.730.964,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-09-19 14:26:24,2026-04-05 21:00:00,2026-04-05 21:00:00
CM-009563       ,Cancelada,CAUSAF00000000807164,3.659.298,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-09-19 14:35:38,2026-03-12 21:00:00,2026-03-12 21:00:00
CM-009658       ,Cancelada,CAUSAF00000000807266,3.655.604,155.472,13.272,142.200,MERCADOPAGO,MOVIL,Juzgado 2,2022-09-19 14:45:25,2026-03-10 21:00:00,2026-03-11 21:00:00
CM-009752       ,Cancelada,CAUSAF00000000807364,3.651.816,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 1,2022-09-19 14:53:41,2026-03-08 21:00:00,2026-03-12 21:00:00
CM-009821       ,Cancelada,CAUSAF00000000807444,3.660.418,155.472,13.272,142.200,RAPIPAGO,MOVIL,Juzgado 2,2022-09-19 15:03:35,2026-03-15 21:00:00,2026-03-24 21:00:00
CM-009930       ,Cancelada,CAUSAF00000000807572,3.659.507,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 3,2022-09-19 15:21:14,2026-03-12 21:00:00,2026-03-18 21:00:00
CM-010001       ,Cancelada,CAUSAF00000000808235,3.666.477,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-20 10:01:05,2026-03-25 21:00:00,2026-03-25 21:00:00
CM-010015       ,Cancelada,CAUSAF00000000808249,3.731.503,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 1,2022-09-20 10:07:54,2026-04-06 21:00:00,2026-04-12 21:00:00
CM-010129       ,Cancelada,CAUSAF00000000808378,3.738.228,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-09-20 10:35:01,2026-04-21 21:00:00,2026-04-21 21:00:00
CM-010138       ,Cancelada,CAUSAF00000000808388,3.635.854,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 4,2022-09-20 10:36:09,2026-02-17 21:00:00,2026-02-23 21:00:00
CM-010182       ,Cancelada,CAUSAF00000000808447,3.636.649,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-09-20 10:47:26,2026-02-19 21:00:00,2026-02-19 21:00:00
CM-010202       ,Cancelada,CAUSAF00000000808469,3.733.575,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-20 10:58:13,2026-04-08 21:00:00,2026-04-08 21:00:00
CM-010221       ,Cancelada,CAUSAF00000000808488,3.596.009,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-20 11:05:05,2026-01-18 21:00:00,2026-01-18 21:00:00
CM-010223       ,Cancelada,CAUSAF00000000808490,3.596.008,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-20 11:06:44,2026-01-18 21:00:00,2026-01-18 21:00:00
CM-010328       ,Cancelada,CAUSAF00000000808830,3.589.257,140.302,11.977,128.325,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-09-20 12:47:07,2026-01-08 21:00:00,2026-01-08 21:00:00
CM-010382       ,Cancelada,CAUSAF00000000808912,55.858.317,268.627,12.649,255.978,SUGIT,MOVIL,Juzgado 2,2022-09-20 13:08:28,2026-01-05 21:00:00,2026-02-08 21:00:00
CM-010393       ,Cancelada,CAUSAF00000000808939,3.661.513,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-09-20 13:13:14,2026-04-09 21:00:00,2026-04-09 21:00:00
CM-010454       ,Cancelada,CAUSAF00000000809125,3.642.356,419.224,12.649,406.575,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-20 13:59:11,2026-02-25 21:00:00,2026-02-25 21:00:00
CM-010546       ,Cancelada,CAUSAF00000000812816,3.594.122,148.174,12.649,135.525,PAGO FÁCIL,MOVIL,Juzgado 4,2022-09-26 12:30:54,2026-01-15 21:00:00,2026-01-21 21:00:00
CM-010557       ,Cancelada,CAUSAF00000000812865,3.762.672,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-09-26 12:42:08,2026-05-03 21:00:00,2026-05-03 21:00:00
CM-010582       ,Cancelada,CAUSAF00000000813060,3.675.755,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-26 13:28:34,2026-03-26 21:00:00,2026-03-26 21:00:00
CM-010648       ,Cancelada,CAUSAF00000001887651,3.628.438,109.552,9352,100.200,BAPRO,MOVIL,Juzgado 5,2022-09-26 13:53:09,2026-02-09 21:00:00,2026-02-22 21:00:00
CM-010680       ,Cancelada,CAUSAF00000000813232,3.734.114,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 4,2022-09-26 14:02:29,2026-04-12 21:00:00,2026-04-16 21:00:00
CM-010693       ,Cancelada,CAUSAF00000000813250,3.752.932,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-26 14:05:21,2026-04-27 21:00:00,2026-04-27 21:00:00
CM-010719       ,Cancelada,CAUSAF00000000813536,3.731.984,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 2,2022-09-27 04:56:05,2026-04-12 21:00:00,2026-04-16 21:00:00
CM-010727       ,Cancelada,CAUSAF00000000813544,3.621.985,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-09-27 04:58:02,2026-04-15 21:00:00,2026-04-15 21:00:00
CM-010913       ,Cancelada,CAUSAF00000000813733,3.637.159,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-27 05:34:15,2026-02-26 21:00:00,2026-02-26 21:00:00
CM-010941       ,Cancelada,CAUSAF00000000813762,3.728.733,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 4,2022-09-27 05:38:18,2026-04-19 21:00:00,2026-04-23 21:00:00
CM-010947       ,Cancelada,CAUSAF00000000813768,3.770.277,347.755,15.505,332.250,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-27 05:39:16,2026-05-11 21:00:00,2026-05-11 21:00:00
CM-011051       ,Cancelada,CAUSAF00000000813873,3.730.898,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 4,2022-09-27 05:52:39,2026-04-05 21:00:00,2026-04-13 21:00:00
CM-011159       ,Cancelada,CAUSAF00000000813983,3.733.369,439.872,13.272,426.600,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-09-27 06:08:47,2026-04-08 21:00:00,2026-04-08 21:00:00
CM-011237       ,Cancelada,CAUSAF00000000814086,3.619.438,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 4,2022-09-27 06:21:13,2026-01-29 21:00:00,2026-02-04 21:00:00
CM-011306       ,Cancelada,CAUSAF00000000814210,3.600.513,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 1,2022-09-27 06:35:36,2026-01-22 21:00:00,2026-01-28 21:00:00
CM-011377       ,Cancelada,CAUSAF00000000814295,3.754.286,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 5,2022-09-27 06:44:32,2026-04-29 21:00:00,2026-05-06 21:00:00
CM-011428       ,Cancelada,CAUSAF00000000814360,3.736.013,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-27 06:51:14,2026-04-16 21:00:00,2026-04-16 21:00:00
CM-011514       ,Cancelada,CAUSAF00000000814496,3.588.587,140.302,11.977,128.325,BAPRO,MOVIL,Juzgado 4,2022-09-27 07:11:15,2026-01-08 21:00:00,2026-01-14 21:00:00
CM-011537       ,Cancelada,CAUSAF00000000814519,3.598.111,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-27 07:16:22,2026-01-20 21:00:00,2026-01-20 21:00:00
CM-011542       ,Cancelada,CAUSAF00000000814524,3.626.711,148.174,12.649,135.525,MERCADOPAGO,MOVIL,Juzgado 2,2022-09-27 07:17:02,2026-02-08 21:00:00,2026-02-09 21:00:00
CM-011666       ,Cancelada,CAUSAF00000000814650,3.732.145,297.672,13.272,284.400,MERCADOPAGO,MOVIL,Juzgado 3,2022-09-27 07:44:40,2026-04-06 21:00:00,2026-04-07 21:00:00
CM-011711       ,Cancelada,CAUSAF00000000814695,3.644.550,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 2,2022-09-27 07:50:12,2026-03-01 21:00:00,2026-03-05 21:00:00
CM-011714       ,Cancelada,CAUSAF00000000814699,3.628.971,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-27 07:50:29,2026-02-09 21:00:00,2026-02-09 21:00:00
CM-011933       ,Cancelada,CAUSAF00000000814921,3.752.910,155.472,13.272,142.200,RAPIPAGO,MOVIL,Juzgado 5,2022-09-27 08:34:15,2026-04-29 21:00:00,2026-05-07 21:00:00
CM-012061       ,Cancelada,CAUSAF00000000815049,3.566.506,653.602,11.977,641.625,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-27 09:01:18,2026-01-21 21:00:00,2026-01-21 21:00:00
CM-012095       ,Cancelada,CAUSAF00000000815083,3.618.659,916.149,12.649,903.500,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-27 09:05:39,2026-01-29 21:00:00,2026-01-29 21:00:00
CM-012103       ,Cancelada,CAUSAF00000000815091,3.655.603,155.472,13.272,142.200,MERCADOPAGO,MOVIL,Juzgado 2,2022-09-27 09:06:50,2026-03-10 21:00:00,2026-03-11 21:00:00
CM-012163       ,Cancelada,CAUSAF00000000815151,3.733.365,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-09-27 09:19:03,2026-04-08 21:00:00,2026-04-08 21:00:00
CM-012168       ,Cancelada,CAUSAF00000000815156,3.630.081,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-09-27 09:20:10,2026-02-10 21:00:00,2026-02-10 21:00:00
CM-012262       ,Cancelada,CAUSAF00000000815370,3.735.750,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-27 12:07:00,2026-04-13 21:00:00,2026-04-13 21:00:00
CM-012331       ,Cancelada,CAUSAF00000000815459,3.651.584,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-09-27 12:38:04,2026-03-08 21:00:00,2026-03-08 21:00:00
CM-012557       ,Cancelada,CAUSAF00000000816843,3.733.367,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-09-28 10:25:46,2026-04-08 21:00:00,2026-04-08 21:00:00
CM-012823       ,Cancelada,CAUSAF00000000818169,3.625.464,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-09-29 05:57:53,2026-02-05 21:00:00,2026-02-05 21:00:00
CM-013075       ,Cancelada,CAUSAF00000000818419,3.765.254,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-09-29 08:48:24,2026-05-05 21:00:00,2026-05-05 21:00:00
CM-013098       ,Cancelada,CAUSAF00000000818442,3.586.814,140.302,11.977,128.325,PAGO FÁCIL,MOVIL,Juzgado 3,2022-09-29 09:00:12,2026-01-05 21:00:00,2026-01-11 21:00:00
CM-013184       ,Cancelada,CAUSAF00000000819067,3.632.266,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-09-29 14:07:15,2026-02-12 21:00:00,2026-02-12 21:00:00
CM-013201       ,Cancelada,CAUSAF00000000819147,3.731.285,155.472,13.272,142.200,MERCADOPAGO,MOVIL,Juzgado 3,2022-09-29 14:24:47,2026-04-05 21:00:00,2026-04-06 21:00:00
CM-013222       ,Cancelada,CAUSAF00000000819481,3.594.844,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-09-30 04:32:44,2026-01-26 21:00:00,2026-01-26 21:00:00
CM-013248       ,Cancelada,CAUSAF00000000819507,3.746.909,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-09-30 05:02:52,2026-04-21 21:00:00,2026-04-21 21:00:00
CM-013375       ,Cancelada,CAUSAF00000000819634,3.760.127,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 2,2022-09-30 06:20:47,2026-04-29 21:00:00,2026-05-06 21:00:00
CM-013375       ,Cancelada,CAUSAF00000000819634,3.761.240,155.472,15.505,139.967,MERCADOPAGO,MOVIL,Juzgado 2,2022-09-30 06:20:47,2026-04-30 21:00:00,2026-05-03 21:00:00
CM-013407       ,Cancelada,CAUSAF00000000819666,3.625.528,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-09-30 06:37:44,2026-02-05 21:00:00,2026-02-05 21:00:00
CM-013518       ,Cancelada,CAUSAF00000000819777,3.666.325,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-09-30 07:24:44,2026-03-26 21:00:00,2026-03-26 21:00:00
CM-013548       ,Cancelada,CAUSAF00000000819808,3.594.057,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 2,2022-09-30 07:31:25,2026-01-14 21:00:00,2026-01-20 21:00:00
CM-013573       ,Cancelada,CAUSAF00000000819834,3.764.911,439.872,13.272,426.600,BAPRO,MOVIL,Juzgado 4,2022-09-30 07:42:36,2026-05-05 21:00:00,2026-05-11 21:00:00
CM-013588       ,Cancelada,CAUSAF00000000819849,3.650.525,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 4,2022-09-30 07:53:12,2026-03-05 21:00:00,2026-03-11 21:00:00
CM-013697       ,Cancelada,CAUSAF00000000819959,3.700.699,297.672,13.272,284.400,MERCADOPAGO,MOVIL,Juzgado 5,2022-09-30 08:47:11,2026-03-26 21:00:00,2026-03-29 21:00:00
CM-013744       ,Cancelada,CAUSAF00000000820007,3.737.867,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-09-30 09:01:28,2026-04-16 21:00:00,2026-04-16 21:00:00
CM-013792       ,Cancelada,CAUSAF00000000820056,3.763.505,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 5,2022-09-30 09:17:36,2026-05-06 21:00:00,2026-05-12 21:00:00
CM-013894       ,Cancelada,CAUSAF00000000820298,3.591.866,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-09-30 12:10:53,2026-01-12 21:00:00,2026-01-12 21:00:00
CM-014123       ,Cancelada,CAUSAF00000000822073,3.586.197,140.302,11.977,128.325,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-10-03 09:15:31,2026-01-04 21:00:00,2026-01-04 21:00:00
CM-014181       ,Cancelada,CAUSAF00000000822147,3.582.318,140.302,11.977,128.325,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-10-03 09:35:10,2026-02-05 21:00:00,2026-02-05 21:00:00
CM-014286       ,Cancelada,CAUSAF00000000822279,3.729.902,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-10-03 10:04:25,2026-03-31 21:00:00,2026-03-31 21:00:00
CM-014328       ,Cancelada,CAUSAF00000000822356,3.650.580,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 2,2022-10-03 10:22:48,2026-03-05 21:00:00,2026-03-11 21:00:00
CM-014394       ,Cancelada,CAUSAF00000000822425,3.599.221,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-10-03 10:41:04,2026-01-21 21:00:00,2026-01-21 21:00:00
CM-014420       ,Cancelada,CAUSAF00000000822451,3.772.932,109.552,9352,100.200,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-10-03 10:47:41,2026-05-13 21:00:00,2026-05-13 21:00:00
CM-014421       ,Cancelada,CAUSAF00000000822452,3.615.163,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-10-03 10:47:42,2026-04-16 21:00:00,2026-04-16 21:00:00
CM-014499       ,Cancelada,CAUSAF00000000822584,3.735.746,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 2,2022-10-03 11:25:11,2026-04-13 21:00:00,2026-04-19 21:00:00
CM-014635       ,Cancelada,CAUSAF00000000823279,3.616.562,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 2,2022-10-03 14:24:32,2026-01-27 21:00:00,2026-02-02 21:00:00
CM-014643       ,Cancelada,CAUSAF00000000823358,3.732.680,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-10-04 04:17:39,2026-04-07 21:00:00,2026-04-07 21:00:00
CM-014765       ,Cancelada,CAUSAF00000000823697,3.615.816,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 1,2022-10-04 06:07:28,2026-01-27 21:00:00,2026-02-02 21:00:00
CM-014840       ,Cancelada,CAUSAF00000000823801,3.730.829,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 2,2022-10-04 06:28:29,2026-04-05 21:00:00,2026-04-13 21:00:00
CM-014855       ,Cancelada,CAUSAF00000000823827,3.625.144,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-10-04 06:33:20,2026-02-19 21:00:00,2026-02-19 21:00:00
CM-015033       ,Cancelada,CAUSAF00000000824348,3.639.595,148.174,12.649,135.525,MERCADOPAGO,MOVIL,Juzgado 4,2022-10-04 09:48:15,2026-02-22 21:00:00,2026-02-23 21:00:00
CM-015070       ,Cancelada,CAUSAF00000000824419,3.662.610,155.472,13.272,142.200,RAPIPAGO,MOVIL,Juzgado 5,2022-10-04 10:06:18,2026-03-19 21:00:00,2026-03-30 21:00:00
CM-015096       ,Cancelada,CAUSAF00000000824455,3.729.531,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 5,2022-10-04 10:16:04,2026-03-31 21:00:00,2026-04-09 21:00:00
CM-015174       ,Cancelada,CAUSAF00000000824562,3.760.129,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 2,2022-10-04 10:43:34,2026-04-29 21:00:00,2026-05-06 21:00:00
CM-015174       ,Cancelada,CAUSAF00000000824562,3.761.240,155.472,15.505,139.967,MERCADOPAGO,MOVIL,Juzgado 2,2022-10-04 10:43:34,2026-04-30 21:00:00,2026-05-03 21:00:00
CM-015253       ,Cancelada,CAUSAF00000000824665,3.770.279,181.630,15.505,166.125,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-10-04 11:07:24,2026-05-11 21:00:00,2026-05-11 21:00:00
CM-015380       ,Cancelada,CAUSAF00000000825498,3.586.372,140.302,11.977,128.325,PAGO FÁCIL,MOVIL,Juzgado 2,2022-10-04 14:21:15,2026-02-27 21:00:00,2026-03-04 21:00:00
CM-015547       ,Cancelada,CAUSAF00000000828722,3.622.125,148.174,12.649,135.525,BAPRO,MOVIL,Juzgado 3,2022-10-06 05:24:29,2026-02-02 21:00:00,2026-02-09 21:00:00
CM-015763       ,Cancelada,CAUSAF00000000828980,3.625.053,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-10-06 06:21:01,2026-02-05 21:00:00,2026-02-05 21:00:00
CM-015992       ,Cancelada,CAUSAF00000000829602,3.760.053,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-10-06 08:47:38,2026-04-29 21:00:00,2026-04-29 21:00:00
CM-016044       ,Cancelada,CAUSAF00000000829703,3.561.391,140.302,11.977,128.325,BAPRO,MOVIL,Juzgado 1,2022-10-06 09:07:35,2026-01-05 21:00:00,2026-01-11 21:00:00
CM-016277       ,Cancelada,CAUSAF00000000831401,3.619.203,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-10-06 14:08:24,2026-01-29 21:00:00,2026-01-29 21:00:00
CM-016347       ,Cancelada,CAUSAF00000000832314,3.625.056,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-10-11 04:17:23,2026-02-05 21:00:00,2026-02-05 21:00:00
CM-016520       ,Cancelada,CAUSAF00000000832732,3.735.179,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-10-11 06:48:51,2026-04-12 21:00:00,2026-04-12 21:00:00
CM-016597       ,Cancelada,CAUSAF00000000832822,3.581.652,140.302,11.977,128.325,BAPRO,MOVIL,Juzgado 2,2022-10-11 07:28:42,2026-02-24 21:00:00,2026-03-05 21:00:00
CM-016691       ,Cancelada,CAUSAF00000000833045,3.765.166,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-10-11 08:34:30,2026-05-05 21:00:00,2026-05-05 21:00:00
CM-016700       ,Cancelada,CAUSAF00000000833057,3.736.117,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-10-11 08:38:56,2026-04-14 21:00:00,2026-04-14 21:00:00
CM-016748       ,Cancelada,CAUSAF00000000833116,3.619.202,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-10-11 09:02:07,2026-01-29 21:00:00,2026-01-29 21:00:00
CM-016817       ,Cancelada,CAUSAF00000000833211,3.613.993,148.174,12.649,135.525,MERCADOPAGO,MOVIL,Juzgado 1,2022-10-11 09:26:01,2026-01-25 21:00:00,2026-01-26 21:00:00
CM-016840       ,Cancelada,CAUSAF00000000833240,3.767.922,155.472,15.505,139.967,MERCADOPAGO,MOVIL,Juzgado 2,2022-10-11 09:32:23,2026-05-07 21:00:00,2026-05-10 21:00:00
CM-016874       ,Cancelada,CAUSAF00000000833275,3.652.564,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-10-11 09:41:21,2026-03-09 21:00:00,2026-03-09 21:00:00
CM-016881       ,Cancelada,CAUSAF00000000833282,3.752.927,155.472,13.272,142.200,BAPRO,MOVIL,Juzgado 4,2022-10-11 09:43:17,2026-04-27 21:00:00,2026-05-04 21:00:00
CM-016937       ,Cancelada,CAUSAF00000000833351,3.634.873,283.699,12.649,271.050,PAGO FÁCIL,MOVIL,Juzgado 4,2022-10-11 10:01:23,2026-03-10 21:00:00,2026-03-16 21:00:00
CM-017094       ,Cancelada,CAUSAF00000000835534,3.614.195,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-10-12 05:23:53,2026-01-25 21:00:00,2026-01-25 21:00:00
CM-017113       ,Cancelada,CAUSAF00000000835555,3.627.840,148.174,12.649,135.525,MERCADOPAGO,MOVIL,Juzgado 2,2022-10-12 05:29:58,2026-02-08 21:00:00,2026-02-09 21:00:00
CM-017122       ,Cancelada,CAUSAF00000000835566,3.731.524,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 3,2022-10-12 05:32:01,2026-04-06 21:00:00,2026-04-06 21:00:00
CM-017154       ,Cancelada,CAUSAF00000000835598,3.675.836,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 4,2022-10-12 05:38:41,2026-03-26 21:00:00,2026-03-26 21:00:00
CM-017186       ,Cancelada,CAUSAF00000000835636,3.735.893,250.272,13.272,237.000,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-10-12 05:45:45,2026-05-03 21:00:00,2026-05-03 21:00:00
CM-017278       ,Cancelada,CAUSAF00000000835732,3.614.893,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 5,2022-10-12 06:07:25,2026-01-26 21:00:00,2026-01-26 21:00:00
CM-017362       ,Cancelada,CAUSAF00000000835830,3.764.018,155.472,13.272,142.200,CAJA DE TESORERÍA,MOVIL,Juzgado 2,2022-10-12 06:29:25,2026-05-04 21:00:00,2026-05-04 21:00:00
CM-017374       ,Cancelada,CAUSAF00000000835843,3.625.227,148.174,12.649,135.525,CAJA DE TESORERÍA,MOVIL,Juzgado 1,2022-10-12 06:33:26,2026-02-05 21:00:00,2026-02-05 21:00:00
